"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"350",543510,"James McCann","1466","23.9","0.257","0.165","0.308","0.422","0.283","0.312","0.267","89","346","86.8","15.9","2244","87.9","87.47","69","330","20","-0.4","6.01","108","151","114","146","300","322","290"
"349",435263,"Brian McCann","1582","22.1","0.244","0.198","0.242","0.442","0.282","0.292","0.250","84","344","87.4","14.1","2193","88.9","88.51","42","333","16","-0.4","6.04","114","161","126","151","290","323","297"
"349",608365,"Addison Russell","1485","23.5","0.241","0.181","0.293","0.421","0.276","0.282","0.252","84","349","88.1","14.9","2205","88.5","88.10","72","330","19","-0.4","6.08","109","151","112","146","298","315","290"
"347",488862,"Yunel Escobar","1357","25.6","0.277","0.124","0.308","0.401","0.287","0.297","0.271","96","347","89.1","2.7","2194","88.4","87.90","44","340","7","-0.5","5.99","107","150","110","146","302","321","290"
"346",518595,"Travis d'Arnaud","1364","25.4","0.248","0.201","0.255","0.449","0.288","0.285","0.246","85","343","87.7","13.3","2231","88.3","87.91","44","331","15","-0.4","6.08","108","152","114","147","296","316","292"
"345",518614,"Daniel Descalso","1580","21.8","0.233","0.163","0.285","0.397","0.262","0.253","0.218","80","343","87.0","12.7","2228","89.4","88.92","62","318","27","-0.5","5.98","115","148","109","150","289","316","301"
"344",435622,"Ian Desmond","1373","25.1","0.275","0.101","0.347","0.376","0.274","0.233","0.228","93","338","87.0","0.1","2241","88.4","87.96","63","320","24","-0.4","5.89","108","150","113","147","309","326","300"
"343",543484,"Mikie Mahtook","1561","22.0","0.282","0.185","0.333","0.466","0.311","0.310","0.276","96","341","88.5","11.2","2224","88.3","87.94","63","327","16","-0.4","6.06","108","151","112","146","299","320","289"
"343",134181,"Adrian Beltre","1578","21.7","0.315","0.223","0.325","0.537","0.350","0.317","0.276","106","337","86.6","12.4","2251","89.4","89.04","46","337","6","-0.4","6.09","107","150","117","146","304","322","294"
"343",543760,"Marcus Semien","1592","21.5","0.251","0.150","0.304","0.401","0.272","0.277","0.246","85","339","86.8","17.3","2236","87.6","87.09","68","326","17","-0.5","5.95","107","150","111","145","300","319","289"
"343",571431,"Matt Adams","1436","23.9","0.274","0.248","0.311","0.522","0.327","0.324","0.267","93","339","88.8","16.1","2164","88.4","87.91","75","330","13","-0.5","5.94","116","160","126","152","297","321","299"
"342",572039,"Stephen Piscotty","1617","21.2","0.236","0.133","0.289","0.369","0.253","0.287","0.248","80","339","85.7","9.6","2210","88.5","88.01","68","323","19","-0.5","5.97","110","150","114","146","304","317","291"
"341",543228,"Yan Gomes","1460","23.4","0.234","0.169","0.286","0.402","0.265","0.241","0.206","79","338","86.0","16.5","2220","88.7","88.31","82","324","17","-0.4","6.05","109","150","115","144","296","314","290"
"340",493114,"Norichika Aoki","1460","23.3","0.278","0.117","0.303","0.395","0.282","0.260","0.256","93","334","85.8","4.1","2169","88.4","88.08","35","331","9","-0.3","6.09","110","146","100","146","270","306","293"
"340",527038,"Wilmer Flores","1469","23.1","0.272","0.219","0.272","0.491","0.313","0.305","0.263","91","334","87.6","16.8","2204","89.4","89.02","43","329","11","-0.4","6.13","107","151","114","147","296","317","292"
"339",543068,"C.J. Cron","1405","24.1","0.250","0.190","0.300","0.440","0.286","0.309","0.259","84","336","89.1","17.8","2257","87.3","86.81","80","323","16","-0.5","5.98","107","150","117","145","306","323","297"
"339",543543,"Brad Miller","1650","20.5","0.203","0.137","0.268","0.340","0.225","0.254","0.219","68","335","89.0","10.6","2249","88.5","87.84","78","307","32","-0.7","6.00","115","150","116","150","290","324","300"
"339",543401,"Jason Kipnis","1448","23.4","0.235","0.184","0.260","0.419","0.269","0.274","0.232","78","332","86.1","17.2","2187","87.9","87.52","61","329","10","-0.4","6.03","116","148","112","149","285","316","299"
"339",456078,"Welington Castillo","1445","23.5","0.285","0.211","0.342","0.496","0.325","0.325","0.267","96","337","89.5","14.8","2233","88.7","87.90","66","308","31","-0.8","5.93","107","151","116","145","299","319","287"
"338",488726,"Michael Brantley","1391","24.3","0.302","0.147","0.330","0.449","0.314","0.310","0.286","101","334","88.2","9.8","2213","88.8","88.38","40","328","10","-0.4","6.00","112","146","113","147","285","316","299"
"336",594694,"Wilmer Difo","1344","25.0","0.274","0.101","0.337","0.375","0.274","0.280","0.274","90","328","82.6","4.9","2167","89.6","89.32","57","319","17","-0.3","6.15","108","146","103","147","284","307","293"
"335",434658,"Rajai Davis","1332","25.2","0.237","0.114","0.301","0.351","0.248","0.241","0.230","79","333","85.0","11.2","2253","87.8","87.24","60","312","23","-0.6","5.95","104","147","103","143","296","316","284"
"334",446381,"Darwin Barney","1332","25.1","0.238","0.098","0.278","0.335","0.243","0.230","0.231","78","328","81.2","11.0","2224","89.0","88.48","51","321","13","-0.5","6.02","108","149","108","145","293","314","279"
"334",430947,"Erick Aybar","1361","24.5","0.237","0.116","0.266","0.353","0.248","0.243","0.238","78","329","81.6","6.1","2184","89.0","88.36","36","313","21","-0.6","5.93","110","148","104","147","285","311","293"
"333",444489,"Manny Pina","1425","23.4","0.280","0.146","0.340","0.426","0.295","0.271","0.245","92","329","87.0","17.4","2201","88.5","88.10","65","319","14","-0.4","6.04","109","150","113","146","301","312","287"
"331",588751,"Adeiny Hechavarria","1170","28.3","0.263","0.147","0.307","0.410","0.281","0.287","0.268","86","327","86.6","9.0","2228","88.4","87.88","63","327","4","-0.5","6.02","106","150","107","146","299","317","285"
"329",452234,"Seth Smith","1580","20.8","0.259","0.177","0.304","0.436","0.291","0.312","0.268","85","328","89.8","10.0","2211","88.7","87.98","63","313","16","-0.7","5.88","116","160","129","149","289","319","298"
"323",543877,"Christian Vazquez","1357","23.8","0.292","0.115","0.350","0.407","0.296","0.268","0.258","94","322","85.2","8.1","2283","88.5","88.09","52","311","12","-0.4","6.02","108","149","114","146","290","314","285"
"319",591720,"Ronald Torreyes","1075","29.7","0.297","0.084","0.332","0.381","0.287","0.238","0.240","92","310","80.4","8.0","2237","88.5","88.00","39","315","4","-0.5","6.04","105","149","104","145","290","309","273"
"318",461865,"Andrew Romine","1332","23.9","0.236","0.105","0.286","0.341","0.243","0.257","0.248","74","314","83.1","7.8","2127","88.8","88.63","59","310","8","-0.2","6.14","110","148","108","147","283","313","292"
"312",452095,"Tyler Flowers","1436","21.7","0.287","0.168","0.353","0.455","0.311","0.297","0.265","89","310","88.7","11.2","2187","88.7","88.21","60","290","22","-0.5","5.97","109","152","116","148","302","318","291"
"312",608384,"Nick Williams","1217","25.6","0.292","0.188","0.384","0.481","0.320","0.304","0.269","90","308","88.1","7.9","2209","88.1","87.77","75","290","22","-0.3","6.15","112","148","109","150","287","315","298"
"312",456665,"Steve Pearce","1372","22.7","0.256","0.188","0.286","0.443","0.290","0.280","0.242","79","309","87.3","13.9","2236","89.1","88.46","54","298","14","-0.6","6.00","108","151","116","145","296","324","295"
"312",641319,"Carlos Asuaje","1327","23.5","0.271","0.092","0.348","0.363","0.270","0.241","0.231","83","306","83.2","12.6","2184","89.8","89.26","54","290","22","-0.5","6.01","112","147","104","148","283","311","295"
"312",488671,"Alex Avila","1610","19.4","0.265","0.184","0.384","0.448","0.298","0.353","0.275","82","310","90.8","12.2","2166","89.8","89.51","80","272","40","-0.3","6.13","115","164","129","152","290","319","304"
"312",517369,"Jose Pirela","1306","23.9","0.291","0.204","0.348","0.495","0.326","0.299","0.269","90","309","88.6","5.5","2201","87.8","87.12","59","300","12","-0.7","5.94","109","149","110","146","300","317","293"
"311",400284,"Chase Utley","1353","23.0","0.237","0.169","0.265","0.406","0.267","0.276","0.242","73","308","86.5","10.7","2179","89.7","89.27","33","287","24","-0.4","6.00","116","150","114","150","292","315","299"
"311",491676,"Gorkys Hernandez","1416","22.0","0.257","0.072","0.335","0.329","0.249","0.246","0.239","79","307","83.6","8.1","2249","89.1","88.50","61","299","12","-0.6","5.96","107","149","106","147","294","314","285"
"309",516782,"Starling Marte","1318","23.4","0.277","0.104","0.326","0.381","0.279","0.295","0.271","85","307","81.8","7.9","2233","88.9","88.60","51","297","12","-0.3","6.09","107","151","107","146","301","314","288"
"307",543305,"Aaron Hicks","1483","20.7","0.266","0.209","0.290","0.475","0.304","0.289","0.247","80","301","85.7","10.6","2196","88.4","87.71","53","293","14","-0.7","5.97","111","148","109","148","295","323","293"
"306",431145,"Russell Martin","1492","20.5","0.223","0.167","0.263","0.390","0.257","0.276","0.237","68","305","88.1","7.1","2254","89.4","88.87","57","280","26","-0.5","6.03","108","151","114","146","300","322","290"
"304",544725,"Leury Garcia","1111","27.4","0.271","0.154","0.323","0.425","0.291","0.277","0.259","81","299","83.8","2.7","2180","87.6","87.22","58","293","10","-0.4","6.05","107","146","101","145","283","312","289"
"304",435062,"Howie Kendrick","1310","23.2","0.318","0.162","0.383","0.480","0.335","0.311","0.276","96","302","87.2","1.0","2197","88.7","88.30","55","291","13","-0.4","6.14","109","150","114","148","297","313","285"
"302",641553,"Adam Engel","1320","22.9","0.170","0.119","0.257","0.289","0.192","0.201","0.183","50","294","79.9","11.9","2287","88.7","88.45","89","274","27","-0.2","6.13","106","148","105","144","294","315","286"
"302",594828,"Evan Gattis","1118","27.0","0.264","0.194","0.279","0.458","0.299","0.310","0.278","79","299","87.8","17.4","2238","88.5","88.15","43","295","7","-0.4","6.04","108","150","115","145","295","324","292"
"300",571771,"Enrique Hernandez","1392","21.6","0.216","0.206","0.255","0.422","0.261","0.255","0.218","64","296","88.2","13.2","2240","88.3","87.67","61","281","19","-0.6","5.86","107","150","112","146","299","315","293"
"300",546991,"Albert Almora Jr.","1113","27.0","0.302","0.149","0.343","0.451","0.316","0.294","0.274","89","295","86.5","7.9","2192","88.0","87.61","41","288","12","-0.4","6.05","107","149","108","145","296","314","288"
"298",605548,"Bradley Zimmer","1304","22.9","0.244","0.146","0.335","0.390","0.264","0.269","0.230","72","295","86.4","6.5","2229","88.4","88.02","73","272","26","-0.4","5.97","113","146","111","147","288","317","298"
"293",489267,"Adam Rosales","1218","24.1","0.228","0.130","0.319","0.358","0.244","0.210","0.195","65","285","86.1","16.9","2258","88.4","87.91","74","267","26","-0.5","5.98","105","149","109","145","298","317","287"
"292",493316,"Yoenis Cespedes","1317","22.2","0.293","0.248","0.318","0.541","0.345","0.331","0.271","85","290","89.9","18.8","2214","88.4","87.95","54","285","7","-0.5","6.08","106","152","117","145","300","324","303"
"291",519237,"Cameron Rupp","1370","21.2","0.221","0.203","0.307","0.424","0.267","0.253","0.202","64","290","88.2","9.1","2207","89.4","89.00","85","262","29","-0.4","6.12","110","153","116","148","296","317","290"
"291",485567,"Ezequiel Carrera","1329","21.9","0.283","0.126","0.360","0.409","0.294","0.260","0.240","81","286","82.0","2.7","2158","88.8","88.39","47","263","28","-0.4","6.08","111","147","104","147","281","317","298"
"289",656305,"Matt Chapman","1344","21.5","0.237","0.240","0.295","0.477","0.293","0.288","0.227","68","287","89.9","20.3","2254","88.0","87.62","59","256","33","-0.4","5.97","106","150","115","145","300","320","292"
"287",519184,"Ben Revere","1122","25.6","0.281","0.070","0.303","0.351","0.269","0.293","0.300","80","285","82.4","4.3","2209","89.0","88.58","19","281","6","-0.4","6.01","108","145","97","144","274","307","296"
"286",649557,"Aledmys Diaz","1070","26.7","0.261","0.134","0.284","0.394","0.276","0.263","0.251","74","284","84.9","11.6","2253","88.4","87.74","35","279","7","-0.7","5.90","108","151","111","147","303","318","290"
"285",460026,"Nick Hundley","1134","25.1","0.249","0.178","0.316","0.427","0.281","0.282","0.240","70","281","88.1","13.6","2236","88.6","88.06","70","274","11","-0.5","5.98","107","150","115","145","300","318","288"
"280",461858,"Trevor Plouffe","1255","22.3","0.201","0.122","0.257","0.323","0.220","0.250","0.220","56","279","87.8","11.9","2231","87.6","87.00","62","254","26","-0.6","5.99","108","151","114","146","301","324","290"
"280",640461,"Chad Pinder","1173","23.9","0.242","0.224","0.301","0.466","0.290","0.319","0.250","67","277","89.2","12.2","2270","87.2","86.73","70","258","22","-0.5","5.95","107","149","113","145","300","320","288"
"280",542583,"Jesus Aguilar","1319","21.2","0.267","0.242","0.341","0.509","0.319","0.305","0.247","74","277","89.1","12.0","2211","88.8","88.32","74","260","20","-0.5","6.00","110","151","114","146","304","318","295"
"280",457706,"Austin Jackson","1365","20.5","0.322","0.167","0.392","0.489","0.338","0.301","0.283","89","276","88.7","10.6","2173","88.5","88.28","44","260","20","-0.2","6.07","108","149","111","143","295","311","284"
"279",519390,"Stephen Vogt","1237","22.6","0.236","0.192","0.252","0.428","0.274","0.273","0.235","65","276","85.2","17.5","2144","88.8","88.30","50","273","6","-0.5","6.03","114","159","121","151","291","319","298"
"279",435559,"Kurt Suzuki","1105","25.2","0.283","0.254","0.268","0.536","0.338","0.305","0.259","78","276","86.9","18.2","2179","89.1","88.77","33","273","6","-0.3","6.07","110","151","114","147","300","314","287"
"279",607345,"Kevan Smith","1043","26.7","0.285","0.106","0.326","0.391","0.285","0.278","0.263","78","274","84.3","4.6","2213","88.8","88.56","35","268","9","-0.2","6.10","106","149","113","145","297","316","284"
"274",506702,"Sandy Leon","1241","22.1","0.226","0.130","0.281","0.356","0.242","0.229","0.213","61","270","82.9","14.9","2185","88.1","87.49","54","254","20","-0.6","5.95","113","154","119","148","283","317","297"
"274",592626,"Joc Pederson","1361","20.1","0.212","0.194","0.241","0.407","0.256","0.283","0.238","58","273","90.1","10.2","2196","89.3","88.72","47","253","21","-0.6","5.92","115","154","123","152","298","319","305"
"271",452252,"Adam Lind","1173","23.1","0.306","0.211","0.319","0.517","0.337","0.350","0.286","81","265","90.4","10.8","2195","87.5","87.19","39","263","8","-0.3","6.10","114","159","130","151","294","318","303"
"271",500874,"Jose Martinez","1242","21.8","0.313","0.213","0.357","0.526","0.350","0.391","0.328","84","268","90.6","11.2","2208","88.4","87.88","45","256","15","-0.5","5.94","109","150","115","147","305","319","294"
"270",500743,"Miguel Rojas","1121","24.1","0.296","0.086","0.331","0.382","0.288","0.273","0.278","79","267","82.8","8.5","2169","89.9","89.40","24","262","8","-0.5","6.13","108","149","109","146","296","306","282"
"270",455104,"Chris Iannetta","1369","19.7","0.257","0.260","0.313","0.517","0.319","0.274","0.222","69","269","88.1","16.1","2249","88.1","87.45","60","243","27","-0.6","5.85","109","151","114","146","303","320","296"
"268",457787,"Danny Espinosa","1104","24.3","0.174","0.106","0.263","0.279","0.189","0.217","0.185","46","265","85.0","11.8","2215","88.9","88.42","85","244","24","-0.5","6.02","110","148","112","147","295","323","298"
"263",455139,"Robinson Chirinos","1274","20.6","0.257","0.253","0.301","0.510","0.316","0.285","0.219","67","261","87.2","17.3","2230","88.2","87.95","72","256","7","-0.3","6.11","107","149","114","145","301","319","291"
"262",465041,"Francisco Cervelli","1212","21.6","0.253","0.123","0.318","0.375","0.265","0.267","0.242","66","261","86.9","6.6","2243","88.5","88.00","47","244","18","-0.5","5.98","109","151","111","147","301","314","287"
"260",467055,"Pablo Sandoval","1097","23.7","0.222","0.148","0.242","0.370","0.245","0.266","0.228","57","257","89.4","10.8","2196","88.3","87.67","44","251","9","-0.6","5.97","111","150","117","148","292","319","300"
"260",572073,"Joey Rickard","1084","24.0","0.245","0.105","0.309","0.350","0.252","0.238","0.229","63","257","81.7","15.0","2218","88.6","87.90","47","244","16","-0.7","5.90","106","149","108","144","296","313","281"
"257",600301,"Taylor Motter","1115","23.0","0.199","0.129","0.234","0.328","0.221","0.260","0.237","51","256","87.2","12.9","2247","88.8","88.46","39","234","23","-0.3","6.07","106","149","111","144","293","317","289"
"255",553882,"Omar Narvaez","1201","21.2","0.278","0.063","0.332","0.341","0.266","0.256","0.261","70","252","82.3","11.0","2206","89.2","88.91","28","238","17","-0.3","6.09","113","148","112","147","279","312","296"
"254",444379,"John Jaso","1298","19.6","0.213","0.194","0.247","0.407","0.256","0.280","0.232","54","253","85.9","19.4","2218","89.3","88.89","54","242","12","-0.4","6.04","117","155","120","152","292","315","295"
"254",429666,"J.J. Hardy","1035","24.5","0.217","0.107","0.254","0.324","0.229","0.248","0.229","55","253","86.7","8.6","2238","88.9","88.27","31","237","17","-0.6","5.99","108","151","113","146","296","315","282"
"253",501571,"Juan Lagares","1033","24.5","0.252","0.116","0.313","0.368","0.261","0.254","0.243","63","250","84.5","9.0","2198","89.5","89.08","43","240","13","-0.4","6.15","107","150","109","147","297","312","288"
"253",543376,"Caleb Joseph","1029","24.6","0.258","0.159","0.331","0.417","0.284","0.271","0.246","65","252","84.2","10.0","2243","89.0","88.30","58","239","14","-0.7","5.94","110","151","115","146","297","316","283"
"253",605480,"Mallex Smith","1080","23.4","0.276","0.088","0.358","0.364","0.272","0.213","0.215","69","250","77.4","4.1","2234","89.0","88.41","48","239","13","-0.6","6.01","104","145","99","144","277","312","293"
"252",150029,"Jayson Werth","1302","19.4","0.227","0.167","0.272","0.394","0.259","0.281","0.235","57","251","88.1","14.1","2208","88.5","88.06","52","235","17","-0.4","6.10","108","151","115","146","302","318","293"
"251",571718,"Brian Goodwin","1143","22.0","0.254","0.250","0.296","0.504","0.310","0.307","0.254","63","248","87.8","14.5","2144","89.3","89.11","53","235","16","-0.2","6.15","115","147","107","149","287","313","299"
"251",573135,"Tyler Saladino","1153","21.8","0.181","0.052","0.247","0.233","0.177","0.191","0.190","45","249","84.0","13.2","2246","88.1","87.77","53","237","14","-0.3","6.09","106","149","106","144","294","313","280"
"249",519299,"Eric Sogard","1227","20.3","0.274","0.105","0.313","0.379","0.278","0.275","0.271","68","248","83.5","12.9","2183","89.2","88.73","17","229","20","-0.5","6.01","114","148","104","149","282","307","294"
"247",502100,"Alex Presley","1063","23.2","0.316","0.102","0.385","0.418","0.313","0.293","0.297","77","244","84.6","8.6","2155","88.6","88.48","42","240","7","-0.1","6.16","111","147","105","146","278","311","295"
"245",594824,"Greg Garcia","1210","20.2","0.255","0.079","0.339","0.335","0.251","0.253","0.252","61","239","82.3","7.1","2228","89.4","89.07","35","216","28","-0.3","6.03","111","147","107","149","287","312","297"
"242",455759,"Chris Young","1110","21.8","0.237","0.154","0.278","0.390","0.262","0.257","0.235","57","241","85.0","16.7","2223","89.5","89.16","39","226","16","-0.3","6.08","107","151","115","145","286","320","295"
"242",622666,"Johan Camargo","953","25.4","0.301","0.155","0.368","0.456","0.318","0.284","0.264","72","239","87.7","9.3","2152","88.1","87.73","42","233","9","-0.4","6.01","111","149","109","149","292","316","294"
"241",502082,"Lonnie Chisenhall","1071","22.5","0.289","0.234","0.327","0.523","0.334","0.307","0.252","68","235","85.5","16.2","2220","88.7","88.23","42","228","12","-0.5","6.00","112","146","114","148","287","317","296"
"240",453064,"Troy Tulowitzki","966","24.8","0.251","0.130","0.275","0.381","0.266","0.260","0.237","60","239","86.4","9.4","2221","88.5","88.07","29","229","11","-0.4","6.05","107","152","117","146","299","326","295"
"239",573627,"Kennys Vargas","1121","21.3","0.256","0.193","0.331","0.450","0.294","0.266","0.227","61","238","86.0","11.6","2167","87.9","87.38","54","216","23","-0.5","6.04","115","157","125","150","296","322","299"
"234",408236,"Adrian Gonzalez","895","26.1","0.243","0.113","0.282","0.357","0.250","0.275","0.246","56","230","87.8","14.0","2214","89.5","88.91","39","230","4","-0.6","5.92","116","162","121","151","297","319","303"
"233",595375,"JT Riddle","898","25.9","0.252","0.106","0.303","0.358","0.254","0.255","0.236","57","226","84.3","5.0","2191","87.6","87.01","37","220","13","-0.6","6.00","110","147","104","148","287","314","298"
"232",545350,"Jake Marisnick","1069","21.7","0.245","0.253","0.323","0.498","0.306","0.261","0.203","56","229","85.6","16.0","2234","88.3","87.93","75","217","15","-0.4","6.04","105","148","109","145","297","321","287"
"229",547172,"Tony Wolters","1035","22.1","0.242","0.044","0.320","0.286","0.228","0.213","0.215","55","227","82.5","4.8","2171","89.6","89.35","45","219","10","-0.3","5.99","114","149","110","148","290","314","303"
"229",519222,"Austin Romine","951","24.1","0.223","0.076","0.286","0.299","0.220","0.268","0.253","50","224","85.5","7.9","2250","87.5","86.98","46","218","11","-0.5","6.03","108","150","115","147","299","316","283"
"226",543302,"Chris Herrmann","1091","20.7","0.182","0.164","0.208","0.347","0.219","0.262","0.220","41","225","89.1","11.0","2185","89.0","88.34","51","210","16","-0.7","5.90","114","151","120","150","293","319","302"
"224",453923,"Gregor Blanco","1105","20.3","0.247","0.112","0.323","0.359","0.256","0.244","0.226","55","223","84.3","12.4","2151","88.7","88.20","40","205","19","-0.5","5.91","113","147","105","149","286","315","300"
"224",606466,"Ketel Marte","947","23.7","0.261","0.135","0.291","0.396","0.275","0.316","0.301","58","222","86.5","7.3","2183","88.5","87.91","28","215","9","-0.6","5.89","110","147","103","147","286","313","299"
"222",622194,"Bruce Maxwell","1132","19.6","0.237","0.096","0.316","0.333","0.241","0.252","0.229","52","219","87.5","6.5","2152","88.1","87.76","46","205","17","-0.3","6.02","114","150","117","150","288","319","302"
"221",547379,"Roberto Perez","1096","20.2","0.208","0.167","0.268","0.375","0.242","0.248","0.217","45","216","84.6","5.1","2226","89.2","88.85","48","198","23","-0.4","6.05","109","149","114","145","294","313","287"
"220",425784,"Rene Rivera","875","25.1","0.252","0.179","0.324","0.431","0.285","0.300","0.250","55","218","86.9","15.3","2201","88.5","87.97","54","204","16","-0.5","6.03","108","151","114","147","294","314","289"
"220",645277,"Ozzie Albies","912","24.1","0.286","0.171","0.316","0.456","0.308","0.312","0.282","62","217","86.5","15.0","2062","88.3","87.93","30","214","6","-0.4","6.01","111","148","103","149","292","315","294"
"219",621002,"Daniel Robertson","1051","20.8","0.208","0.120","0.286","0.329","0.224","0.215","0.186","45","216","85.3","8.8","2222","88.9","88.25","52","198","21","-0.6","5.98","108","151","112","147","299","321","286"
"219",646240,"Rafael Devers","892","24.6","0.288","0.201","0.349","0.489","0.325","0.285","0.242","63","219","89.1","7.7","2233","87.9","87.37","46","208","11","-0.5","5.97","117","149","118","150","283","319","304"
"219",593700,"Alen Hanson","855","25.6","0.223","0.126","0.272","0.349","0.237","0.219","0.211","48","215","83.2","10.2","2193","89.1","88.76","43","210","9","-0.3","6.07","108","146","102","145","283","311","291"
"217",605131,"Austin Barnes","1068","20.3","0.290","0.198","0.331","0.488","0.326","0.313","0.287","63","217","88.2","9.7","2206","89.3","88.64","26","200","17","-0.7","5.93","108","150","113","146","299","314","289"
"217",459431,"Michael Saunders","985","22.0","0.203","0.143","0.244","0.346","0.229","0.253","0.225","44","217","86.1","12.2","2178","89.3","88.92","45","207","10","-0.4","6.11","116","151","122","151","289","317","295"
"214",547957,"Hyun Soo Kim","986","21.7","0.231","0.061","0.287","0.292","0.222","0.282","0.262","49","212","87.9","9.0","2222","89.2","88.61","28","196","18","-0.6","6.01","115","149","114","150","283","314","298"
"214",591741,"Jose Osuna","841","25.4","0.235","0.197","0.257","0.432","0.275","0.284","0.257","50","213","87.2","7.7","2160","87.8","87.36","33","207","7","-0.4","6.01","109","150","114","146","304","316","289"
"213",608061,"T.J. Rivera","780","27.3","0.295","0.143","0.326","0.438","0.307","0.276","0.262","62","210","84.3","14.5","2203","88.6","88.24","27","208","5","-0.4","6.07","106","151","112","147","295","313","292"
"209",467092,"Wilson Ramos","718","29.1","0.262","0.189","0.265","0.451","0.295","0.313","0.257","54","206","86.1","6.0","2235","88.2","87.77","27","200","9","-0.4","6.06","108","152","117","147","303","325","294"
"204",642707,"Allen Cordoba","861","23.7","0.209","0.090","0.260","0.299","0.212","0.239","0.233","42","201","81.0","8.4","2255","88.4","87.76","38","188","16","-0.6","5.91","109","151","110","146","299","314","287"
"199",660162,"Yoan Moncada","971","20.5","0.231","0.181","0.325","0.412","0.268","0.264","0.228","46","199","88.5","12.3","2217","88.1","88.07","52","177","22","0.0","6.21","112","149","110","146","287","317","296"
"198",605509,"Kelby Tomlinson","845","23.4","0.259","0.057","0.329","0.316","0.243","0.222","0.229","50","193","80.4","3.6","2251","89.3","88.85","33","185","13","-0.5","6.01","108","148","105","146","295","307","276"
"198",519333,"Matt Szczur","933","21.2","0.227","0.129","0.277","0.356","0.244","0.215","0.199","44","194","82.6","15.3","2220","89.3","88.91","34","188","10","-0.4","6.06","108","149","106","145","295","314","286"
"198",460060,"Cliff Pennington","888","22.3","0.255","0.078","0.338","0.333","0.246","0.233","0.225","49","192","85.6","15.2","2163","89.0","88.59","42","182","15","-0.4","5.99","111","148","107","147","286","313","293"
"197",400085,"Ichiro Suzuki","866","22.7","0.255","0.077","0.297","0.332","0.251","0.225","0.229","50","196","79.7","4.7","2155","89.0","88.46","32","194","3","-0.5","6.06","112","146","105","144","273","305","295"
"190",489138,"Tyler Moore","771","24.6","0.232","0.173","0.291","0.405","0.261","0.260","0.219","43","185","87.7","17.8","2158","88.3","87.73","41","175","15","-0.6","6.02","107","151","114","146","301","318","292"
"189",553869,"Elias Diaz","756","25.0","0.223","0.090","0.273","0.314","0.227","0.251","0.242","42","188","86.3","6.2","2152","88.8","88.42","28","179","10","-0.4","6.06","110","149","114","146","302","313","285"
"189",621566,"Matt Olson","914","20.7","0.259","0.392","0.238","0.651","0.371","0.346","0.258","49","189","90.8","15.6","2201","87.8","87.33","52","181","8","-0.5","5.96","114","158","129","150","294","324","301"
"188",488721,"Peter Bourjos","814","23.1","0.226","0.161","0.287","0.387","0.254","0.228","0.215","42","186","84.7","6.1","2195","89.1","88.48","36","171","17","-0.6","6.07","105","149","106","145","297","319","284"
"188",460269,"Chris Gimenez","943","19.9","0.220","0.161","0.286","0.382","0.252","0.235","0.208","41","186","84.8","14.9","2219","89.3","88.83","48","176","12","-0.5","6.06","108","151","114","146","297","316","285"
"187",642162,"Pat Valaika","685","27.3","0.260","0.276","0.293","0.536","0.327","0.258","0.222","47","181","83.1","14.7","2174","88.2","87.81","43","177","10","-0.4","5.90","106","149","110","145","306","321","296"
"187",425772,"Jeff Mathis","748","25.0","0.215","0.108","0.309","0.323","0.227","0.220","0.206","40","186","86.7","11.9","2286","87.9","87.33","50","176","11","-0.6","5.90","107","150","110","146","300","316","290"
"187",581527,"Devon Travis","747","25.0","0.261","0.179","0.301","0.440","0.290","0.330","0.291","48","184","87.5","13.4","2228","88.4","87.49","27","176","11","-0.9","5.89","107","150","110","146","300","319","284"
"186",607054,"Jace Peterson","870","21.4","0.216","0.103","0.281","0.319","0.226","0.270","0.248","40","185","85.7","4.7","2183","89.4","88.97","30","168","18","-0.4","6.02","112","148","109","150","288","311","296"
"186",471083,"Miguel Montero","858","21.7","0.217","0.130","0.256","0.348","0.236","0.219","0.180","40","184","85.3","14.1","2175","89.0","88.53","37","176","10","-0.5","6.01","115","158","123","150","291","320","301"
"185",537953,"Daniel Nava","859","21.5","0.301","0.120","0.357","0.421","0.304","0.307","0.282","55","183","87.3","10.9","2157","89.6","89.25","33","180","5","-0.4","6.11","114","152","117","150","288","316","295"
"184",474892,"Chris Carter","890","20.7","0.203","0.170","0.290","0.374","0.238","0.254","0.191","37","182","89.9","22.9","2260","89.2","88.61","53","161","23","-0.6","5.98","109","152","118","146","304","327","294"
"182",519083,"Derek Norris","751","24.2","0.202","0.180","0.216","0.382","0.238","0.271","0.231","36","178","87.8","20.1","2247","88.0","87.42","43","177","5","-0.6","6.07","108","152","114","147","296","321","287"
"182",491696,"Jesus Sucre","720","25.3","0.256","0.153","0.275","0.409","0.274","0.282","0.252","45","176","85.9","13.9","2284","88.9","88.22","27","174","8","-0.7","5.93","107","151","114","147","298","318","285"
