"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"8",546990,"Anthony Alford","34","23.5","0.125","0.125","0.200","0.250","0.154","0.382","0.320","1","8","90.8","3.2","2231","86.9","85.78","3","8","0","-1.1","5.79","108","152","107","145","308","321","290"
"8",502042,"Chris Archer","34","23.5","0.250","0.000","0.400","0.250","0.219","0.057","0.063","2","8","71.9","-15.2","2224","93.2","93.15","1","6","2","0.0","6.16","108","142","102","145","283","303","278"
"8",429722,"Ervin Santana","26","30.8","0.250","0.125","0.400","0.375","0.264","0.060","0.061","2","8","75.1","11.8","2248","90.2","89.14","2","7","1","-1.1","5.77","112","146","107","149","269","288","261"
"7",607074,"Carlos Rodon","19","36.8","0.333","0.167","0.500","0.500","0.352","0.162","0.144","2","6","79.1","22.4","2339","91.9","92.05","2","7","0","0.1","6.33","100","137","93","143","262","297","293"
"7",534606,"Ryan LaMarre","23","30.4","0.000","0.000","0.000","0.000","0.000","0.082","0.091","0","7","76.2","-5.5","2131","88.4","88.35","2","6","1","-0.1","6.25","108","150","106","149","298","315","282"
"7",502748,"Brad Peacock","25","28.0","0.286","0.143","0.500","0.429","0.301","0.294","0.314","2","7","87.0","-8.8","2306","87.6","86.67","1","5","2","-0.9","5.86","111","148","107","149","287","300","266"
"7",542194,"Christian Bethancourt","25","28.0","0.143","0.000","0.250","0.143","0.125","0.203","0.131","1","7","96.0","30.3","2400","88.6","87.53","2","6","1","-1.1","5.78","108","153","115","145","300","318","295"
"7",607297,"O'Koyea Dickson","30","23.3","0.143","0.000","0.200","0.143","0.125","0.220","0.192","1","7","88.4","41.8","2340","88.9","87.75","2","7","0","-1.1","5.74","111","150","118","147","293","312","295"
"7",571974,"John Ryan Murphy","26","26.9","0.143","0.143","0.167","0.286","0.176","0.344","0.299","1","7","94.3","5.7","2298","92.1","90.93","1","7","0","-1.2","5.66","103","139","113","140","284","306","288"
"7",606959,"Rookie Davis","27","25.9","0.167","0.167","1.000","0.333","0.205","0.041","0.026","1","6","66.6","-6.5","2228","88.9","87.95","3","5","1","-1.0","5.99","104","144","106","143","293","303","266"
"7",489232,"Anthony Recker","21","33.3","0.143","0.000","0.167","0.143","0.125","0.273","0.240","1","7","90.1","-0.8","2190","95.0","94.29","1","7","0","-0.7","5.98","110","148","116","146","306","318","292"
"7",456068,"Miguel Gonzalez","33","21.2","0.000","0.000","0.000","0.000","0.000","0.089","0.093","0","6","60.4","-26.6","2172","85.1","84.79","2","7","0","-0.3","6.04","101","139","93","146","288","293","261"
"7",605254,"Daniel Gossett","26","26.9","0.200","0.000","1.000","0.200","0.175","0.012","0.013","1","5","56.9","-47.3","2183","86.9","86.65","1","4","2","-0.2","6.19","99","139","93","143","278","293","267"
"7",609280,"Miguel Andujar","35","20.0","0.571","0.286","0.571","0.857","0.603","0.441","0.375","4","7","96.2","-2.7","2122","91.9","92.05","0","7","0","0.1","6.34","109","149","113","146","299","301","281"
"7",545363,"Jacob Turner","33","21.2","0.000","0.000","0.000","0.000","0.000","0.046","0.051","0","5","58.8","-11.0","2151","92.8","92.31","2","7","0","-0.5","5.97","98","140","98","142","294","304","271"
"7",573186,"Marcus Stroman","30","23.3","0.286","0.571","0.500","0.857","0.459","0.245","0.173","2","7","88.5","16.0","1985","87.0","86.48","4","7","0","-0.5","5.90","109","145","110","142","292","296","273"
"7",430661,"Dustin McGowan","22","31.8","0.000","0.000","null","0.000","0.000","0.000","0.000","0","6","41.0","-39.0","2233","88.6","87.53","2","3","3","-1.1","5.73","102","139","93","142","287","291","267"
"7",593958,"Eduardo Rodriguez","18","38.9","0.000","0.000","0.000","0.000","0.000","0.060","0.062","0","7","76.2","-23.5","2249","93.5","93.38","1","6","1","-0.1","6.15","102","140","97","142","269","291","269"
"7",544925,"Matthew den Dekker","30","23.3","0.143","0.000","0.333","0.143","0.125","0.153","0.163","1","7","81.3","7.0","2249","90.3","90.74","3","6","1","0.4","6.33","114","147","106","150","285","309","298"
"7",608331,"Max Fried","40","17.5","0.000","0.000","0.000","0.000","0.000","0.050","0.048","0","6","71.4","-15.8","2385","86.5","85.89","2","6","1","-0.6","5.97","108","141","93","145","266","297","292"
"7",458708,"Josh Tomlin","24","29.2","0.143","0.000","0.250","0.143","0.125","0.222","0.230","1","7","82.0","11.0","2207","89.1","88.81","3","7","0","-0.3","6.31","114","147","109","148","282","292","260"
"7",628711,"Julio Urias","25","28.0","0.167","0.000","0.500","0.167","0.146","0.035","0.039","1","6","55.6","-39.3","2271","89.6","88.93","3","6","1","-0.7","5.83","114","147","105","146","278","309","296"
"7",641816,"Tyler Mahle","33","21.2","0.143","0.000","0.200","0.143","0.125","0.057","0.072","1","7","78.8","-19.2","2338","90.6","91.14","2","7","0","0.5","6.25","121","151","113","149","286","295","263"
"7",474463,"Brett Anderson","27","25.9","0.143","0.000","0.250","0.143","0.125","0.074","0.083","1","7","78.4","-24.3","2156","91.5","91.69","3","7","0","0.2","6.44","106","150","113","149","277","302","285"
"6",519455,"Jordan Zimmermann","26","23.1","0.167","0.000","0.200","0.167","0.146","0.240","0.248","1","6","81.7","-7.0","2024","90.5","90.55","0","5","1","0.0","6.26","110","145","107","141","294","308","274"
"6",607223,"AJ Reed","27","22.2","0.000","0.000","0.000","0.000","0.000","0.052","0.057","0","6","84.1","19.6","2313","87.5","86.94","0","5","1","-0.6","6.00","121","152","126","149","307","349","302"
"6",502171,"Alex Cobb","23","26.1","0.000","0.000","0.000","0.000","0.000","0.001","0.001","0","6","85.5","60.5","2169","90.6","91.01","0","2","3","0.4","6.53","106","141","92","144","283","299","254"
"6",506693,"Henderson Alvarez III","17","35.3","0.000","0.000","0.000","0.000","0.000","0.127","0.140","0","6","98.5","0.0","2154","86.0","86.25","2","6","0","0.3","6.45","103","136","106","131","285","294","264"
"6",605232,"Brandon Finnegan","25","24.0","0.000","0.000","0.000","0.000","0.000","0.275","0.300","0","5","79.7","-6.0","2111","89.2","89.85","0","5","1","0.6","6.69","106","141","102","144","275","298","281"
"6",570810,"Lisalverto Bonilla","30","20.0","0.167","0.000","0.333","0.167","0.146","0.056","0.055","1","6","72.7","-4.0","2018","87.7","86.92","2","5","0","-0.8","5.84","113","144","104","146","280","297","266"
"6",542993,"Billy Burns","29","20.7","0.167","0.000","0.200","0.167","0.146","0.094","0.106","1","6","70.3","26.4","2025","92.2","92.89","1","6","0","0.7","6.50","113","148","106","147","279","305","291"
"6",543054,"Jarred Cosart","19","31.6","0.000","0.000","0.000","0.000","0.000","0.029","0.032","0","4","51.5","-34.5","2339","88.4","87.92","1","5","1","-0.5","6.01","94","137","90","141","284","288","257"
"6",605483,"Blake Snell","21","28.6","0.000","0.000","0.000","0.000","0.000","0.193","0.203","0","5","78.7","-19.8","2108","87.4","86.16","1","6","0","-1.2","5.39","109","145","98","145","262","300","293"
"6",527048,"Martin Perez","24","25.0","0.000","0.000","null","0.000","0.000","0.000","null","0","6","null","null","2362","87.3","86.62","5","5","1","-0.7","5.96","118","152","114","145","273","298","280"
"6",607455,"Anthony Banda","19","31.6","0.000","0.000","0.000","0.000","0.000","0.085","0.095","0","5","53.8","-15.5","2327","87.4","86.99","2","5","1","-0.4","6.05","113","144","110","146","272","297","294"
"6",501697,"Jhan Marinez","18","33.3","0.167","0.167","0.500","0.333","0.205","0.129","0.131","1","6","96.8","7.5","2347","91.0","90.95","4","6","0","-0.1","6.03","116","152","113","149","298","303","272"
"6",434378,"Justin Verlander","22","27.3","0.167","0.000","0.500","0.167","0.146","0.163","0.168","1","6","79.9","-1.0","2202","86.9","86.59","3","5","0","-0.3","5.83","110","150","109","147","307","308","276"
"6",489334,"Craig Stammen","37","16.2","0.500","0.167","0.750","0.667","0.498","0.188","0.183","3","6","81.6","11.5","2237","88.3","87.12","1","5","1","-1.2","5.66","119","152","117","148","290","299","272"
"6",445926,"Jesse Chavez","21","28.6","0.000","0.000","null","0.000","0.000","0.000","0.000","0","5","43.0","-20.5","2170","87.9","87.17","4","5","1","-0.7","5.98","106","148","100","149","282","292","278"
"6",664641,"Ariel Miranda","24","25.0","0.000","0.000","0.000","0.000","0.000","0.066","0.062","0","6","69.9","-17.3","2289","91.1","90.78","2","5","1","-0.3","6.25","106","146","105","146","273","302","290"
"6",640463,"Braden Shipley","22","27.3","0.000","0.000","0.000","0.000","0.000","0.337","0.362","0","6","84.1","11.8","2299","87.2","86.60","1","5","1","-0.6","5.90","108","145","110","145","281","295","269"
"6",488768,"Andrew Cashner","22","27.3","0.250","0.000","0.333","0.250","0.175","0.140","0.152","1","4","81.1","-7.0","2164","86.7","86.34","0","4","2","-0.4","5.92","94","143","96","145","280","296","261"
"6",656427,"Jack Flaherty","32","18.8","0.000","0.000","0.000","0.000","0.000","0.084","0.086","0","6","80.4","-10.3","2360","86.5","85.40","1","5","0","-1.1","5.70","111","148","110","148","281","295","267"
"6",572241,"David Washington","24","25.0","0.000","0.000","0.000","0.000","0.000","0.033","0.031","0","6","90.0","21.0","2392","88.6","88.06","5","6","0","-0.5","6.00","122","152","121","151","293","315","302"
"6",623451,"Jackson Stephens","23","26.1","0.333","0.000","0.500","0.333","0.292","0.472","0.340","2","6","78.1","-4.5","2091","92.5","92.74","0","4","2","0.2","6.52","110","148","113","146","288","299","262"
"6",571946,"Shelby Miller","42","14.3","0.000","0.000","0.000","0.000","0.000","0.122","0.136","0","6","91.7","11.3","2453","85.8","84.70","0","3","3","-1.1","5.76","115","151","112","151","288","302","276"
"5",607200,"Erick Fedde","17","29.4","0.000","0.000","0.000","0.000","0.000","0.019","0.021","0","4","62.0","-30.0","2145","88.2","88.31","1","3","2","0.1","6.40","96","126","88","135","282","294","270"
"5",594840,"Matt Grace","27","18.5","0.000","0.000","0.000","0.000","0.000","0.013","0.013","0","5","82.9","-21.0","2264","88.1","87.02","1","2","3","-1.1","5.86","105","144","106","144","268","296","281"
"5",605242,"Michael Fulmer","16","31.3","0.000","0.000","0.000","0.000","0.000","0.120","0.126","0","5","61.9","-43.0","2106","90.5","89.38","1","4","1","-1.1","5.53","85","133","98","142","282","298","263"
"5",622663,"Luis Severino","17","29.4","0.200","0.000","0.250","0.200","0.175","0.143","0.111","1","5","97.0","-1.7","2227","88.7","88.98","1","5","0","0.3","6.46","112","147","105","147","285","302","270"
"5",502179,"Paolo Espino","21","23.8","0.250","0.000","0.333","0.250","0.219","0.140","0.150","1","4","72.3","-15.3","2105","90.6","89.93","1","5","0","-0.7","5.76","116","145","103","149","285","295","260"
"5",605397,"Joe Musgrove","22","22.7","0.000","0.000","0.000","0.000","0.000","0.064","0.068","0","5","81.5","-9.5","2291","88.0","87.69","1","5","0","-0.3","6.17","118","152","108","150","284","303","267"
"5",445060,"Ricky Nolasco","33","15.2","0.000","0.000","0.000","0.000","0.000","0.038","0.028","0","5","89.4","34.3","2366","91.2","91.57","2","5","0","0.4","6.47","114","152","113","149","290","298","276"
"5",595373,"Jack Reinheimer","18","27.8","0.000","0.000","0.000","0.000","0.000","0.065","0.070","0","5","63.0","22.0","2186","88.8","88.41","3","5","0","-0.4","6.06","100","152","109","149","301","320","289"
"5",543208,"Sam Gaviglio","16","31.3","0.200","0.000","0.333","0.200","0.175","0.207","0.218","1","5","91.9","-12.7","2340","90.5","90.31","1","4","1","-0.2","6.05","113","149","107","148","300","304","277"
"5",571553,"Darrell Ceciliani","27","18.5","0.400","0.800","0.250","1.200","0.642","0.873","0.616","2","5","94.0","9.8","2103","84.1","83.61","0","5","0","-0.5","5.81","111","143","113","149","301","322","291"
"5",519008,"T.J. McFarland","21","23.8","0.200","0.000","0.500","0.200","0.175","0.046","0.046","1","5","86.6","-19.0","2134","92.0","91.63","3","5","0","-0.4","6.08","122","153","111","149","257","297","287"
"5",592779,"Brock Stewart","14","35.7","0.250","0.000","0.500","0.250","0.219","0.347","0.369","1","4","60.2","6.3","2301","90.2","89.89","1","4","1","-0.3","6.01","110","142","100","145","266","299","280"
"5",543652,"Tyler Pill","15","33.3","0.000","0.000","0.000","0.000","0.000","0.036","0.038","0","5","80.3","22.8","2352","87.1","86.51","1","5","0","-0.6","6.11","114","151","106","148","272","299","286"
"5",434622,"Ubaldo Jimenez","15","33.3","0.200","0.000","0.500","0.200","0.175","0.126","0.134","1","5","87.6","-6.5","1849","86.5","85.68","1","3","1","-0.8","6.13","105","146","103","145","281","282","255"
"5",596119,"Blake Swihart","38","13.2","0.200","0.000","0.500","0.200","0.175","0.177","0.200","1","5","62.2","4.5","2187","89.3","88.24","3","5","0","-1.1","5.86","119","144","116","145","262","300","289"
"5",453281,"Wade LeBlanc","19","26.3","0.200","0.000","0.500","0.200","0.175","0.184","0.191","1","5","86.7","-6.5","2237","92.8","92.17","3","5","0","-0.6","5.92","123","149","107","146","269","281","268"
"5",456167,"A.J. Griffin","27","18.5","0.000","0.000","null","0.000","0.000","0.000","null","0","5","null","null","2150","89.5","88.87","1","1","4","-0.6","6.05","100","145","106","148","282","298","269"
"4",658792,"Aaron Wilkerson","12","33.3","0.000","0.000","0.000","0.000","0.000","0.340","0.358","0","4","98.5","-3.3","2280","91.0","91.85","1","4","0","0.8","6.76","101","142","107","144","298","296","264"
"4",605253,"Terrance Gore","22","18.2","0.000","0.000","0.000","0.000","0.000","0.163","0.190","0","4","90.1","-3.5","2108","88.5","88.46","2","4","0","0.0","6.11","111","147","111","136","280","288","272"
"4",519144,"Rick Porcello","14","28.6","0.000","0.000","0.000","0.000","0.000","0.004","0.013","0","4","73.5","-24.0","2204","88.3","86.62","3","4","0","-1.7","5.31","125","152","109","150","297","301","278"
"4",640455,"Sean Manaea","23","17.4","0.000","0.000","0.000","0.000","0.000","0.047","0.065","0","3","65.8","-27.5","2165","85.5","85.27","0","2","2","-0.2","6.15","103","143","102","146","280","299","267"
"4",571670,"Dylan Floro","14","28.6","0.000","0.000","0.000","0.000","0.000","0.151","0.158","0","4","84.9","-2.5","2043","91.1","91.29","2","4","0","0.2","6.37","109","141","114","140","275","305","290"
"4",622766,"Miguel Diaz","8","50.0","0.000","0.000","0.000","0.000","0.000","0.116","0.134","0","3","66.2","-21.3","2164","91.7","91.51","0","4","0","-0.2","6.25","100","145","98","145","288","301","264"
"4",605151,"Archie Bradley","15","26.7","0.250","0.000","0.500","0.250","0.219","0.195","0.207","1","4","98.9","-9.0","2273","92.1","91.88","1","3","1","-0.2","6.18","99","147","111","153","284","297","269"
"4",592169,"Austin Brice","17","23.5","0.000","0.000","0.000","0.000","0.000","0.113","0.107","0","4","84.0","2.0","2103","87.8","87.40","0","2","2","-0.4","6.15","117","150","111","148","281","296","267"
"4",543606,"Jake Odorizzi","9","44.4","0.333","0.000","0.333","0.333","0.292","0.315","0.326","1","3","78.9","-12.0","2045","90.5","90.83","0","4","0","0.3","6.41","100","144","97","142","284","300","272"
"4",622210,"Ian Parmley","13","30.8","0.000","0.000","0.000","0.000","0.000","0.094","0.098","0","3","71.1","-22.3","1845","82.8","83.11","1","4","0","0.3","6.05","113","145","88","138","289","311","309"
"4",489119,"Wade Miley","14","28.6","0.250","0.000","0.333","0.250","0.219","0.058","0.065","1","4","65.8","-28.3","2356","85.3","85.31","1","4","0","0.0","6.47","116","144","106","147","268","286","277"
"4",445276,"Kenley Jansen","7","57.1","0.500","0.250","0.500","0.750","0.527","0.267","0.262","2","4","79.8","-14.3","2305","91.8","91.07","0","4","0","-0.7","5.74","93","141","95","144","291","303","290"
"4",501381,"Michael Pineda","11","36.4","0.333","0.000","1.000","0.333","0.292","0.164","0.174","1","3","70.0","-18.0","2087","84.4","84.09","1","3","1","-0.3","6.16","113","141","99","148","300","299","272"
"4",488846,"Brian Duensing","12","33.3","0.000","0.000","0.000","0.000","0.000","0.120","0.128","0","4","65.5","9.0","2340","87.2","86.17","2","3","1","-1.0","5.96","118","151","110","147","276","294","286"
"4",471911,"Carlos Carrasco","20","20.0","0.000","0.000","0.000","0.000","0.000","0.048","0.053","0","4","54.7","27.0","2129","87.6","85.95","1","4","0","-1.6","5.53","121","148","101","149","281","294","257"
"4",623352,"Josh Hader","19","21.1","0.000","0.000","0.000","0.000","0.000","0.019","0.019","0","4","75.3","14.0","2002","89.5","89.42","1","3","1","-0.1","6.12","112","143","101","145","269","290","296"
"4",450306,"Jason Vargas","12","33.3","0.250","0.000","0.333","0.250","0.219","0.130","0.145","1","4","58.2","-10.3","2260","85.7","83.41","0","3","1","-2.3","5.01","95","134","88","142","259","291","282"
"4",462136,"Marco Estrada","19","21.1","0.000","0.000","0.000","0.000","0.000","0.022","0.023","0","4","77.2","-15.0","2131","88.4","89.08","0","1","3","0.7","6.49","106","144","100","144","282","292","262"
"4",621295,"Nick Wittgren","14","28.6","0.000","0.000","0.000","0.000","0.000","0.113","0.118","0","4","88.3","-13.7","2224","92.7","91.88","1","4","0","-0.8","6.00","111","151","112","148","284","294","268"
"4",621244,"Jose Berrios","13","30.8","0.250","0.000","0.500","0.250","0.219","0.150","0.158","1","4","70.1","28.7","2440","90.2","89.22","1","3","0","-1.0","5.79","101","144","105","146","274","290","261"
"3",592547,"Deck McGuire","14","21.4","0.000","0.000","0.000","0.000","0.000","0.199","0.215","0","3","81.0","-9.3","1955","87.5","87.65","1","3","0","0.1","6.34","114","155","108","149","296","293","255"
"3",502205,"Grant Green","11","27.3","0.000","0.000","0.000","0.000","0.000","0.015","0.009","0","3","89.0","38.0","null","79.1","76.12","2","3","0","-3.0","4.34","113","150","112","149","296","313","282"
"3",596001,"Jakob Junis","15","20.0","0.000","0.000","null","0.000","0.000","0.000","null","0","3","null","null","2428","91.2","90.38","1","1","2","-0.8","5.73","108","152","116","151","287","295","273"
"3",570240,"Felix Pena","13","23.1","0.000","0.000","0.000","0.000","0.000","0.232","0.246","0","3","87.2","2.5","2181","91.6","90.89","1","3","0","-0.7","5.99","123","152","109","147","277","287","272"
"3",541640,"Erasmo Ramirez","10","30.0","0.667","0.000","1.000","0.667","0.585","0.251","0.265","2","3","90.2","2.0","1947","82.9","82.45","1","3","0","-0.4","5.85","119","152","99","152","283","282","257"
"3",518397,"Scott Alexander","13","23.1","0.000","0.000","0.000","0.000","0.000","0.045","0.053","0","3","74.4","-32.5","1966","90.7","89.79","1","3","0","-0.9","5.76","116","149","111","152","265","292","281"
"3",500724,"JC Ramirez","6","50.0","0.000","0.000","0.000","0.000","0.000","0.065","0.074","0","3","87.9","-22.5","2178","89.2","87.31","0","2","1","-1.9","5.42","107","151","103","151","280","298","266"
"3",450641,"Quintin Berry","12","25.0","0.000","0.000","0.000","0.000","0.000","0.053","0.053","0","3","41.0","-39.0","2378","92.7","92.19","1","2","1","-0.5","6.09","106","143","101","142","273","305","292"
"3",596043,"Daniel Mengden","18","16.7","0.500","0.000","0.500","0.500","0.439","0.156","0.156","1","2","69.2","-22.3","1571","85.7","85.57","0","3","0","-0.1","6.23","87","139","102","145","284","309","268"
"3",572971,"Dallas Keuchel","12","25.0","0.000","0.000","0.000","0.000","0.000","0.051","0.053","0","3","88.0","-11.0","2354","82.4","80.92","1","2","1","-1.5","5.45","119","151","104","150","258","288","287"
"3",607352,"Joe Biagini","10","30.0","0.000","0.000","0.000","0.000","0.000","0.070","0.070","0","2","61.1","-37.0","2289","91.2","91.19","0","3","0","0.0","6.25","92","134","94","143","295","293","255"
"3",621112,"Paul Blackburn","9","33.3","0.000","0.000","0.000","0.000","0.000","0.056","0.060","0","3","98.4","-15.0","2157","93.0","93.84","0","1","2","0.8","6.62","115","151","119","150","283","309","278"
"3",430935,"Cole Hamels","13","23.1","0.000","0.000","0.000","0.000","0.000","0.068","0.071","0","3","85.8","-11.0","2306","85.7","85.03","1","3","0","-0.7","5.83","108","151","107","153","270","295","276"
"3",545346,"Zach Lee","7","42.9","0.000","0.000","0.000","0.000","0.000","0.129","0.141","0","3","72.6","-42.3","2261","91.4","91.89","0","3","0","0.5","6.42","117","153","111","146","310","318","295"
"3",607231,"John Gant","10","30.0","0.000","0.000","0.000","0.000","0.000","0.106","0.115","0","3","85.7","-23.0","2226","92.6","92.19","0","3","0","-0.4","6.17","120","152","115","150","295","290","258"
"3",656756,"Jordan Montgomery","20","15.0","0.000","0.000","0.000","0.000","0.000","0.032","0.035","0","3","88.9","-25.0","2060","93.4","93.36","1","2","1","0.0","6.35","88","143","101","146","263","297","277"
"3",519242,"Chris Sale","12","25.0","0.333","0.333","0.500","0.667","0.411","0.143","0.139","1","3","97.0","7.0","2160","87.1","87.38","1","3","0","0.3","6.54","118","148","101","149","260","282","278"
"3",450203,"Charlie Morton","11","27.3","0.000","0.000","0.000","0.000","0.000","0.079","0.088","0","3","82.0","-13.3","2337","96.3","96.51","0","3","0","0.2","6.72","117","151","108","150","282","301","261"
"3",545333,"Trevor Bauer","13","23.1","0.000","0.000","0.000","0.000","0.000","0.112","0.125","0","3","98.5","-11.5","2331","91.3","91.28","0","2","1","0.0","6.16","108","153","108","150","299","307","266"
"3",519294,"Josh Smoker","8","37.5","0.000","0.000","0.000","0.000","0.000","0.081","0.083","0","3","88.4","-5.0","2361","82.5","81.83","2","3","0","-0.7","5.89","124","154","102","151","269","300","294"
"3",282332,"CC Sabathia","16","18.8","0.000","0.000","0.000","0.000","0.000","0.008","0.009","0","3","71.7","58.0","2278","81.9","82.88","1","2","0","1.0","6.93","101","143","98","149","286","308","284"
"3",596271,"Casey Lawrence","11","27.3","0.000","0.000","0.000","0.000","0.000","0.045","0.044","0","2","53.6","-37.5","2186","89.3","89.27","1","3","0","0.0","6.03","91","140","97","141","286","304","265"
"3",502009,"Mat Latos","6","50.0","0.000","0.000","0.000","0.000","0.000","0.320","0.324","0","3","82.4","15.7","2083","95.7","93.79","0","3","0","-1.9","5.31","97","148","107","147","284","302","268"
"3",518748,"Justin Grimm","7","42.9","0.000","0.000","0.000","0.000","0.000","0.071","0.082","0","3","78.9","-10.0","2131","83.6","83.07","1","3","0","-0.5","5.76","125","150","113","148","286","286","270"
"3",594992,"Kevin Shackelford","8","37.5","0.333","0.000","0.500","0.333","0.292","0.189","0.189","1","3","78.1","-13.5","2137","93.1","93.51","0","2","1","0.4","6.62","121","150","110","151","278","298","272"
"3",605538,"Matt Wisler","7","42.9","0.000","0.000","0.000","0.000","0.000","0.159","0.177","0","2","72.8","-25.7","2184","92.0","91.80","0","3","0","-0.2","6.31","104","143","93","147","292","298","267"
"3",571510,"Matthew Boyd","8","37.5","0.333","0.000","0.333","0.333","0.292","0.074","0.087","1","3","79.5","-29.0","2449","90.7","89.79","0","3","0","-0.9","5.61","121","155","115","152","285","311","293"
"3",502212,"Austin Bibens-Dirkx","18","16.7","0.000","0.000","null","0.000","0.000","0.000","null","0","3","null","null","2361","87.5","86.89","0","0","3","-0.6","5.78","107","149","115","150","274","281","244"
"3",605182,"Mike Clevinger","11","27.3","0.000","0.000","0.000","0.000","0.000","0.035","0.034","0","2","58.9","-38.5","2048","81.9","80.17","0","2","1","-1.7","5.16","95","137","83","143","286","298","270"
"3",592426,"Luke Jackson","14","21.4","0.000","0.000","0.000","0.000","0.000","0.166","0.177","0","2","65.7","-19.0","2167","89.3","89.24","0","3","0","-0.1","6.21","107","141","88","146","270","281","263"
"3",594835,"Marco Gonzales","12","25.0","0.500","0.000","1.000","0.500","0.439","0.254","0.269","1","2","70.8","-18.0","2308","91.4","90.37","0","2","0","-1.0","5.58","83","127","79","144","277","297","268"
"3",452027,"Andrew Albers","8","37.5","1.000","0.000","1.000","1.000","0.877","0.155","0.158","1","1","57.6","-32.3","2217","94.4","94.25","0","3","0","-0.2","6.19","91","135","82","145","283","289","257"
"3",451705,"Alberto Rosario","8","37.5","0.000","0.000","0.000","0.000","0.000","0.230","0.238","0","3","84.2","3.0","2416","87.1","86.19","1","3","0","-0.9","5.80","112","146","113","142","299","311","289"
"3",547888,"Masahiro Tanaka","12","25.0","0.000","0.000","null","0.000","0.000","0.000","0.000","0","2","41.0","-39.0","1957","92.5","92.84","1","2","1","0.3","6.52","115","142","96","143","289","281","255"
"3",453178,"Ian Kennedy","16","18.8","0.333","0.000","0.333","0.333","0.292","0.115","0.128","1","3","85.8","-14.0","2228","93.0","93.09","0","3","0","0.1","6.16","114","151","111","150","284","300","269"
"3",642239,"Rob Zastryzny","6","50.0","0.333","0.000","0.333","0.333","0.292","0.216","0.239","1","3","68.8","4.0","1957","87.6","87.52","0","3","0","-0.1","6.26","105","144","105","146","286","300","273"
"2",452718,"Kyle Kendrick","9","22.2","0.000","0.000","null","0.000","0.000","0.000","0.000","0","1","33.5","-4.0","2152","92.9","91.24","1","2","0","-1.7","5.57","98","131","95","137","303","280","261"
"2",407822,"Jorge De La Rosa","2","100.0","null","null","null","null","null","null","null","0","0","41.0","-39.0","2526","88.5","87.72","0","2","0","-0.8","5.86","73","119","71","132","268","288","281"
"2",453329,"Clay Buchholz","10","20.0","0.000","0.000","null","0.000","0.000","0.000","null","0","2","null","null","2075","93.6","92.97","2","2","0","-0.6","6.01","106","148","110","148","271","277","273"
"2",502004,"George Kontos","5","40.0","0.000","0.000","0.000","0.000","0.000","0.213","0.219","0","2","82.7","7.0","2403","84.8","84.33","0","1","1","-0.5","6.15","124","150","110","149","289","304","266"
"2",621121,"Lance McCullers Jr.","9","22.2","0.000","0.000","0.000","0.000","0.000","0.265","0.187","0","2","83.8","37.5","2263","96.4","95.60","0","2","0","-0.8","6.14","96","151","99","149","278","311","293"
"2",543521,"Collin McHugh","6","33.3","0.000","0.000","null","0.000","0.000","0.000","null","0","2","null","null","2700","83.8","82.56","2","2","0","-1.2","5.35","122","151","116","148","301","302","268"
"2",594772,"Jake Buchanan","16","12.5","0.500","0.000","1.000","0.500","0.439","0.314","0.343","1","2","74.3","15.0","2303","86.5","86.61","0","1","1","0.1","6.41","120","147","108","147","278","278","264"
"2",571948,"Hoby Milner","6","33.3","0.000","0.000","null","0.000","0.000","0.000","null","0","2","45.8","1.0","2565","84.8","84.22","2","2","0","-0.6","5.70","124","149","108","150","259","301","275"
"2",598271,"Brian Johnson","7","28.6","0.000","0.000","0.000","0.000","0.000","0.115","0.127","0","2","86.0","32.0","2021","90.6","89.90","0","2","0","-0.7","6.01","91","137","93","145","271","300","270"
"2",444468,"Hector Rondon","14","14.3","0.500","0.000","0.500","0.500","0.439","0.094","0.099","1","2","61.0","-14.0","2211","83.8","83.61","0","2","0","-0.2","6.14","117","152","112","153","284","276","260"
"2",554374,"Ariel Hernandez","7","28.6","0.000","0.000","0.000","0.000","0.000","0.041","0.046","0","2","81.8","-37.0","2242","92.7","92.58","1","2","0","-0.1","6.30","104","150","106","149","296","289","258"
"2",593969,"Jayson Aquino","7","28.6","0.000","0.000","null","0.000","0.000","0.000","null","0","2","null","null","2272","74.3","72.85","2","2","0","-1.4","5.53","106","142","106","140","277","283","279"
"2",543867,"Nik Turley","3","66.7","0.000","0.000","0.000","0.000","0.000","0.299","0.319","0","2","73.0","-5.0","2448","88.4","86.57","0","2","0","-1.8","5.29","106","144","106","148","271","303","287"
"2",641941,"Emilio Pagan","5","40.0","0.000","0.000","0.000","0.000","0.000","0.029","0.033","0","2","71.8","-13.0","2011","90.8","90.58","0","1","1","-0.2","6.35","118","147","116","151","264","292","290"
"2",592680,"Yadiel Rivera","13","15.4","0.000","0.000","0.000","0.000","0.000","0.098","0.093","0","2","89.6","21.0","2146","66.7","66.10","0","1","1","-0.6","5.53","127","155","118","153","303","316","294"
