"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"545",594798,"Jacob deGrom","3212","17.0","0.195","0.082","0.280","0.276","0.200","0.222","0.207","105","539","85.3","10.9","2293","93.1","94.25","139","495","47","1.2","6.85","112","151","110","148","292","315","298"
"480",605400,"Aaron Nola","3212","14.9","0.196","0.103","0.249","0.299","0.210","0.237","0.215","93","475","85.8","7.7","2110","86.5","86.89","97","444","35","0.4","6.52","107","154","116","148","292","322","292"
"469",434378,"Justin Verlander","3427","13.7","0.181","0.159","0.258","0.341","0.218","0.211","0.181","84","464","86.6","21.8","2679","90.6","89.54","147","429","37","-1.1","5.82","109","153","124","152","286","315","291"
"435",543606,"Jake Odorizzi","3077","14.1","0.234","0.147","0.304","0.381","0.259","0.279","0.240","100","428","88.4","21.3","2114","87.7","86.74","102","414","21","-1.0","5.56","110","150","119","148","295","321","293"
"432",607536,"Kyle Freeland","3250","13.3","0.255","0.105","0.308","0.360","0.262","0.263","0.249","109","428","86.0","11.1","2109","89.0","89.56","65","401","29","0.6","6.36","108","151","115","143","299","319","299"
"427",502190,"Mike Leake","2798","15.3","0.288","0.118","0.337","0.406","0.296","0.301","0.283","122","424","88.9","8.5","2125","85.5","83.82","58","407","20","-1.7","5.14","108","152","112","147","288","321","294"
"409",571578,"Patrick Corbin","3142","13.0","0.207","0.126","0.289","0.333","0.229","0.245","0.220","84","406","87.7","7.0","2301","86.2","85.92","120","388","19","-0.3","6.10","107","151","114","149","301","326","298"
"407",468504,"Jhoulys Chacin","3008","13.5","0.217","0.129","0.249","0.346","0.235","0.278","0.250","86","396","87.7","11.8","2162","85.5","84.15","64","383","24","-1.3","5.42","110","155","113","151","301","318","295"
"402",571760,"Andrew Heaney","2755","14.6","0.237","0.161","0.286","0.398","0.267","0.274","0.239","94","397","86.8","13.8","2333","87.2","85.93","75","371","31","-1.3","5.66","108","152","112","147","298","320","295"
"401",453286,"Max Scherzer","3493","11.5","0.190","0.153","0.268","0.343","0.225","0.219","0.188","76","399","86.4","20.3","2267","90.0","89.47","128","377","24","-0.5","5.98","112","153","116","149","295","312","297"
"396",450203,"Charlie Morton","2688","14.7","0.184","0.115","0.259","0.298","0.203","0.218","0.197","72","392","86.2","8.1","2450","89.6","88.62","108","361","35","-1.0","5.84","109","152","120","151","284","315","289"
"393",592791,"Jameson Taillon","2960","13.3","0.242","0.152","0.287","0.394","0.269","0.271","0.248","94","388","85.9","9.5","2363","92.0","92.00","72","370","23","0.0","6.17","108","150","114","149","300","319","296"
"388",605182,"Mike Clevinger","3265","11.9","0.224","0.193","0.265","0.418","0.270","0.256","0.218","87","388","86.9","16.2","2190","88.2","88.71","78","362","26","0.5","6.51","108","152","115","149","284","312","294"
"387",554430,"Zack Wheeler","2884","13.4","0.214","0.087","0.276","0.301","0.219","0.226","0.215","81","379","83.8","10.0","2235","93.0","93.93","85","365","21","0.9","6.75","109","150","110","147","292","316","297"
"386",571945,"Miles Mikolas","3004","12.8","0.251","0.085","0.300","0.336","0.252","0.268","0.246","95","378","85.4","7.3","2347","89.0","88.81","63","369","17","-0.2","6.10","113","147","109","149","294","316","299"
"384",446372,"Corey Kluber","3181","12.1","0.223","0.139","0.293","0.362","0.248","0.255","0.232","85","381","87.0","11.6","2435","88.8","88.42","80","343","41","-0.4","5.93","107","151","114","148","284","311","293"
"381",471911,"Carlos Carrasco","2970","12.8","0.249","0.146","0.333","0.395","0.274","0.251","0.230","94","377","88.4","10.5","2275","89.3","89.19","101","360","21","-0.1","6.13","108","151","113","149","285","313","292"
"380",456034,"David Price","2716","14.0","0.222","0.148","0.280","0.370","0.250","0.273","0.238","84","378","88.1","14.3","2060","89.7","88.93","55","328","52","-0.8","5.90","108","150","115","149","283","315","288"
"380",596001,"Jakob Junis","2838","13.4","0.269","0.175","0.321","0.444","0.296","0.298","0.257","100","372","88.5","14.2","2173","86.9","86.04","69","354","26","-0.9","5.69","114","153","114","145","297","319","299"
"379",621244,"Jose Berrios","3068","12.4","0.220","0.151","0.267","0.370","0.251","0.251","0.227","83","378","85.6","12.6","2221","89.5","89.13","85","356","23","-0.4","6.13","110","150","120","147","293","321","291"
"379",458681,"Lance Lynn","2942","12.9","0.267","0.138","0.340","0.405","0.286","0.269","0.252","101","378","87.3","7.4","2318","91.6","91.56","74","352","26","0.0","6.14","110","150","114","146","294","322","290"
"377",425844,"Zack Greinke","3212","11.7","0.266","0.175","0.307","0.441","0.298","0.305","0.268","99","372","88.3","9.1","2267","84.5","83.75","63","356","21","-0.8","5.73","110","152","115","151","301","328","300"
"374",592866,"Trevor Williams","2723","13.7","0.223","0.133","0.260","0.356","0.245","0.269","0.242","82","368","85.6","15.5","2038","88.3","89.16","64","355","19","0.9","6.64","109","150","114","149","304","321","297"
"373",488768,"Andrew Cashner","2649","14.1","0.276","0.203","0.289","0.480","0.317","0.326","0.289","102","369","88.8","12.1","2039","88.6","86.95","38","355","18","-1.7","5.27","110","156","116","147","291","317","296"
"371",592332,"Kevin Gausman","3004","12.4","0.270","0.154","0.315","0.424","0.295","0.295","0.268","100","370","88.4","10.7","1959","88.9","88.43","70","361","10","-0.5","5.99","108","151","112","149","293","317","296"
"368",643327,"Zack Godley","3008","12.2","0.272","0.092","0.347","0.364","0.270","0.283","0.262","97","357","87.9","5.6","2160","86.0","84.74","71","349","19","-1.3","5.50","109","149","111","150","300","327","301"
"367",625643,"Reynaldo Lopez","3084","11.9","0.212","0.151","0.234","0.363","0.241","0.257","0.226","77","364","87.5","19.4","2021","91.3","91.07","60","347","20","-0.2","6.15","111","149","113","147","292","314","294"
"363",500779,"Jose Quintana","2908","12.5","0.259","0.181","0.292","0.440","0.295","0.293","0.263","93","359","88.9","10.6","2005","87.9","88.21","52","336","27","0.3","6.40","112","151","112","149","299","317","292"
"362",519144,"Rick Porcello","3096","11.7","0.254","0.173","0.313","0.427","0.287","0.280","0.244","91","358","88.8","13.4","2367","87.2","86.58","58","322","40","-0.6","5.96","111","152","118","148","282","317","294"
"361",543037,"Gerrit Cole","3257","11.1","0.204","0.123","0.301","0.328","0.224","0.239","0.207","73","357","88.8","14.8","2490","91.9","91.30","102","329","32","-0.6","6.03","109","151","120","150","286","314","289"
"358",545333,"Trevor Bauer","2853","12.5","0.201","0.110","0.288","0.311","0.216","0.212","0.194","71","354","86.6","11.8","2461","87.4","86.89","88","322","36","-0.5","5.98","108","153","114","149","285","312","293"
"356",467100,"Ivan Nova","2529","14.1","0.263","0.181","0.293","0.445","0.299","0.322","0.276","93","353","89.0","11.2","2210","89.7","88.78","50","338","16","-0.9","5.77","109","150","112","148","301","318","295"
"351",502706,"Derek Holland","2908","12.1","0.270","0.196","0.335","0.466","0.306","0.288","0.249","92","341","87.2","14.2","2269","87.3","86.40","62","320","30","-0.9","5.83","108","148","113","146","298","319","292"
"350",452657,"Jon Lester","3121","11.2","0.260","0.142","0.305","0.402","0.281","0.320","0.280","90","346","87.9","12.9","2270","87.5","87.36","59","331","19","-0.1","6.13","110","151","110","148","298","319","293"
"348",518516,"Madison Bumgarner","2053","17.0","0.228","0.146","0.266","0.374","0.254","0.293","0.251","78","342","87.8","13.6","2127","85.0","84.75","61","333","14","-0.2","6.08","108","148","111","145","298","319","292"
"347",477132,"Clayton Kershaw","2364","14.7","0.250","0.151","0.309","0.401","0.276","0.268","0.249","86","344","87.3","10.3","2473","87.0","86.95","71","329","16","-0.1","6.20","108","152","110","148","294","317","293"
"341",457918,"J.A. Happ","3051","11.2","0.224","0.171","0.269","0.395","0.262","0.259","0.221","76","339","89.0","14.4","2178","90.4","89.75","74","314","27","-0.7","5.97","108","153","113","146","299","323","287"
"341",527054,"Julio Teheran","2802","12.2","0.205","0.193","0.235","0.398","0.251","0.269","0.230","69","337","87.6","14.8","2270","85.8","85.37","77","323","18","-0.4","5.92","109","150","108","150","297","319","298"
"341",453281,"Wade LeBlanc","2448","13.9","0.229","0.144","0.268","0.374","0.256","0.283","0.255","78","340","86.2","16.6","1811","81.9","81.67","50","312","28","-0.2","6.11","107","153","115","147","292","321","292"
"337",430935,"Cole Hamels","3061","11.0","0.251","0.174","0.290","0.425","0.285","0.308","0.269","84","334","87.0","10.2","1995","88.0","87.86","67","326","10","-0.1","6.21","107","150","111","147","298","320","294"
"335",461829,"Gio Gonzalez","3022","11.1","0.271","0.135","0.322","0.406","0.282","0.275","0.245","88","325","86.6","8.2","2106","85.6","84.90","60","316","19","-0.7","5.85","105","149","114","146","300","312","290"
"335",570632,"Jose Urena","2776","12.1","0.260","0.127","0.297","0.387","0.275","0.284","0.258","86","331","87.9","9.3","2070","93.1","92.58","50","323","11","-0.5","6.07","106","149","110","149","298","322","296"
"335",601713,"Nick Pivetta","2846","11.8","0.279","0.152","0.341","0.430","0.300","0.279","0.245","92","330","88.3","11.2","2428","89.2","89.50","67","314","19","0.3","6.52","106","152","114","146","294","322","290"
"335",605483,"Blake Snell","2918","11.5","0.169","0.100","0.234","0.269","0.185","0.237","0.205","56","331","87.1","11.1","2286","89.9","90.07","92","310","25","0.2","6.40","108","153","114","146","294","318","285"
"333",502043,"Kyle Gibson","3243","10.3","0.239","0.129","0.290","0.368","0.255","0.268","0.246","78","326","87.8","6.8","2162","90.2","91.07","64","313","20","0.9","6.68","107","149","116","147","295","321","295"
"333",571666,"Mike Fiers","2683","12.4","0.242","0.190","0.264","0.432","0.283","0.311","0.259","80","331","88.9","15.6","2277","85.7","84.91","49","313","20","-0.8","5.83","111","150","117","148","293","316","293"
"331",448306,"James Shields","3306","10.0","0.267","0.150","0.298","0.417","0.289","0.315","0.276","87","326","87.5","15.2","2200","84.9","85.66","47","315","16","0.8","6.61","109","150","113","147","291","312","292"
"331",592351,"Jon Gray","2800","11.8","0.280","0.189","0.343","0.470","0.316","0.268","0.249","92","328","88.0","8.4","2133","90.1","90.59","67","313","14","0.5","6.32","113","151","114","146","302","324","303"
"329",592314,"Mike Foltynewicz","3041","10.8","0.186","0.134","0.243","0.320","0.214","0.239","0.214","61","328","88.8","15.4","2381","91.9","91.50","80","304","25","-0.4","6.01","108","150","107","150","296","319","296"
"327",605498,"Andrew Suarez","2492","13.1","0.277","0.193","0.309","0.470","0.312","0.296","0.257","89","321","88.3","5.8","2071","89.2","87.25","48","308","18","-1.9","5.00","108","149","113","145","296","321","294"
"327",594835,"Marco Gonzales","2564","12.8","0.250","0.096","0.325","0.346","0.254","0.270","0.255","81","324","87.5","8.5","2310","84.7","84.23","53","297","30","-0.5","5.98","107","152","114","146","292","319","287"
"326",621111,"Walker Buehler","2173","15.0","0.196","0.099","0.251","0.295","0.208","0.231","0.219","63","322","87.6","9.8","2498","92.4","92.07","67","299","27","-0.3","5.98","110","154","116","150","296","319","300"
"324",571927,"Steven Matz","2693","12.0","0.241","0.245","0.267","0.486","0.304","0.282","0.240","77","319","87.8","10.5","2161","88.8","89.02","50","290","33","0.2","6.45","110","149","109","145","297","319","296"
"324",656794,"Sean Newcomb","2921","11.1","0.225","0.128","0.273","0.353","0.245","0.248","0.225","72","320","86.0","12.9","2098","89.7","88.58","68","310","13","-1.1","5.61","105","150","106","147","299","318","295"
"324",543294,"Kyle Hendricks","3051","10.6","0.235","0.190","0.267","0.425","0.275","0.278","0.244","74","315","84.3","11.6","2044","82.9","82.11","66","310","12","-0.8","5.70","113","152","112","149","297","319","297"
"322",571510,"Matthew Boyd","2860","11.3","0.253","0.215","0.291","0.468","0.299","0.274","0.231","80","316","88.0","23.8","2262","84.9","84.27","65","304","18","-0.6","5.84","107","150","113","145","296","319","287"
"322",605164,"Dylan Bundy","2844","11.3","0.256","0.216","0.308","0.472","0.306","0.292","0.241","82","320","89.4","17.1","2365","87.2","86.14","76","305","17","-1.1","5.63","111","156","118","148","293","318","298"
"322",622491,"Luis Castillo","2778","11.6","0.274","0.189","0.323","0.464","0.311","0.305","0.258","87","317","87.1","9.2","2072","91.3","89.89","74","317","5","-1.4","5.48","114","150","111","146","297","307","291"
"319",592662,"Robbie Ray","2287","13.9","0.215","0.145","0.295","0.360","0.243","0.241","0.218","68","317","89.1","15.0","2165","89.1","88.83","87","292","26","-0.3","6.15","107","150","114","149","298","324","294"
"318",542881,"Tyler Anderson","2853","11.1","0.259","0.179","0.308","0.438","0.291","0.268","0.246","81","313","87.1","15.6","2242","88.3","88.05","60","299","19","-0.3","5.90","111","151","114","144","302","323","301"
"316",502624,"Chase Anderson","2602","12.1","0.220","0.188","0.230","0.409","0.265","0.293","0.250","69","313","86.6","16.6","2189","88.0","86.66","47","295","19","-1.3","5.50","109","155","117","149","299","316","292"
"316",572971,"Dallas Keuchel","3310","9.5","0.302","0.127","0.344","0.429","0.308","0.259","0.251","93","308","86.6","2.6","1991","86.2","85.89","43","305","11","-0.3","6.07","106","150","114","148","288","312","283"
"314",592826,"Vince Velasquez","2471","12.7","0.262","0.168","0.350","0.430","0.293","0.261","0.239","81","309","88.0","14.5","2268","90.5","90.60","71","290","23","0.1","6.29","107","153","112","147","295","322","293"
"313",656427,"Jack Flaherty","2587","12.1","0.180","0.164","0.214","0.344","0.221","0.229","0.199","56","311","85.1","15.2","2181","88.4","89.48","81","290","22","1.1","6.81","114","148","111","149","299","317","298"
"312",434671,"Anibal Sanchez","2130","14.6","0.214","0.155","0.258","0.368","0.245","0.248","0.220","65","304","83.8","9.8","2051","85.9","86.02","58","287","25","0.1","6.15","107","149","106","148","295","316","296"
"311",612672,"Wei-Yin Chen","2224","14.0","0.256","0.154","0.296","0.410","0.279","0.262","0.234","78","305","88.1","16.5","2056","87.7","87.28","49","292","19","-0.4","6.01","104","148","111","147","303","321","291"
"309",622663,"Luis Severino","3152","9.8","0.231","0.156","0.307","0.386","0.262","0.271","0.238","71","308","88.1","10.4","2474","92.5","92.06","85","295","14","-0.4","6.05","108","154","115","148","294","323","291"
"307",608566,"German Marquez","3121","9.8","0.253","0.181","0.342","0.434","0.289","0.261","0.234","77","304","90.2","10.5","2378","89.9","88.48","79","284","23","-1.4","5.25","113","151","116","146","300","322","304"
"306",518633,"Danny Duffy","2785","11.0","0.299","0.150","0.359","0.449","0.315","0.324","0.289","90","301","88.0","14.8","2320","87.6","88.02","54","288","18","0.4","6.51","107","152","112","141","297","321","290"
"303",502042,"Chris Archer","2505","12.1","0.284","0.171","0.355","0.455","0.311","0.298","0.263","85","299","89.1","10.8","2299","90.7","89.88","60","286","17","-0.8","5.72","110","152","116","147","300","322","291"
"303",572020,"James Paxton","2603","11.6","0.236","0.213","0.307","0.449","0.286","0.282","0.235","71","301","90.6","14.7","2188","91.5","91.12","94","287","16","-0.4","6.07","108","152","112","146","294","319","287"
"300",453562,"Jake Arrieta","2760","10.9","0.251","0.169","0.269","0.420","0.281","0.297","0.262","74","295","87.3","9.5","2284","90.7","90.02","34","280","20","-0.7","5.95","106","152","113","147","294","324","293"
"299",592789,"Noah Syndergaard","2412","12.4","0.227","0.092","0.306","0.319","0.233","0.226","0.218","67","295","84.6","5.7","2064","94.3","94.46","70","282","17","0.2","6.33","112","151","108","148","292","318","298"
"296",282332,"CC Sabathia","2507","11.8","0.254","0.132","0.290","0.386","0.273","0.259","0.235","75","295","85.5","13.9","2160","86.1","86.83","43","282","14","0.7","6.59","104","153","115","146","299","324","288"
"296",641745,"Brad Keller","2234","13.2","0.252","0.088","0.292","0.340","0.253","0.275","0.255","74","294","88.0","7.3","2255","91.7","91.22","42","286","10","-0.5","5.82","109","153","113","144","300","320","297"
"294",502171,"Alex Cobb","2437","12.1","0.284","0.208","0.309","0.491","0.323","0.302","0.270","82","289","88.8","6.0","2052","88.6","86.72","38","280","14","-1.9","5.20","111","155","116","148","291","317","296"
"294",448855,"Junior Guerra","2306","12.7","0.260","0.159","0.316","0.419","0.286","0.277","0.247","75","289","88.2","16.0","2035","91.3","91.06","57","275","18","-0.2","6.13","109","154","117","149","298","317","294"
"287",593958,"Eduardo Rodriguez","2313","12.4","0.239","0.123","0.321","0.361","0.254","0.244","0.215","68","285","87.7","10.9","2174","90.4","89.73","58","257","30","-0.7","5.82","107","150","118","149","280","314","287"
"285",608337,"Lucas Giolito","3007","9.5","0.238","0.167","0.266","0.404","0.270","0.279","0.250","67","282","87.5","12.0","2013","88.3","88.31","43","271","14","0.0","6.25","110","149","113","147","295","315","292"
"281",543208,"Sam Gaviglio","2041","13.8","0.293","0.156","0.335","0.449","0.315","0.288","0.271","81","276","87.5","6.9","2025","85.8","85.90","35","262","19","0.1","6.40","109","152","114","145","294","319","293"
"279",475115,"Tyson Ross","2499","11.2","0.217","0.141","0.262","0.357","0.242","0.275","0.252","60","277","88.0","8.1","2594","87.7","86.29","55","265","14","-1.4","5.33","113","148","117","148","296","318","301"
"279",501985,"Mike Minor","2552","10.9","0.229","0.225","0.238","0.455","0.282","0.300","0.246","63","275","88.6","22.0","2482","89.6","88.66","38","264","15","-0.9","5.70","108","150","110","146","295","316","292"
"279",519242,"Chris Sale","2525","11.0","0.199","0.091","0.333","0.290","0.207","0.190","0.172","55","276","83.6","13.8","2372","89.1","88.19","91","250","29","-0.9","5.92","108","148","117","148","283","313","286"
"278",462136,"Marco Estrada","2500","11.1","0.269","0.273","0.274","0.542","0.336","0.307","0.252","74","275","87.3","23.2","2203","82.7","80.96","42","267","11","-1.7","5.30","110","152","118","146","297","323","293"
"275",547888,"Masahiro Tanaka","2398","11.5","0.240","0.192","0.283","0.432","0.282","0.275","0.236","65","271","87.7","10.4","1923","87.3","86.21","68","267","8","-1.1","5.58","109","154","116","148","294","323","294"
"274",519455,"Jordan Zimmermann","2076","13.2","0.275","0.268","0.285","0.543","0.339","0.319","0.264","74","269","88.8","16.6","2301","87.7","87.38","39","258","16","-0.3","5.98","108","151","115","146","297","325","291"
"273",518774,"Matt Harvey","2535","10.8","0.272","0.187","0.321","0.459","0.306","0.304","0.258","73","268","89.3","13.0","2188","91.6","90.82","47","255","17","-0.8","5.84","114","149","111","146","297","311","294"
"272",664192,"Joey Lucchesi","2158","12.6","0.249","0.190","0.305","0.439","0.288","0.285","0.244","67","269","88.2","6.8","2191","87.1","87.14","60","250","22","0.0","6.26","113","149","116","148","300","319","300"
"269",640455,"Sean Manaea","2371","11.3","0.237","0.177","0.250","0.414","0.274","0.303","0.266","63","266","87.6","13.0","1733","87.0","87.36","37","255","14","0.4","6.51","106","149","120","148","301","322","298"
"268",641778,"Eric Lauer","2026","13.2","0.273","0.133","0.328","0.405","0.288","0.265","0.241","72","264","86.1","16.0","2215","88.3","87.71","48","255","13","-0.6","5.90","111","149","115","147","299","314","296"
"267",621121,"Lance McCullers Jr.","2108","12.7","0.226","0.124","0.312","0.350","0.244","0.232","0.209","60","266","88.8","3.2","2475","89.3","88.16","73","252","15","-1.1","5.69","110","151","122","151","286","314","291"
"267",622072,"Alex Wood","2443","10.9","0.247","0.137","0.288","0.384","0.267","0.259","0.239","65","263","86.9","9.2","1886","85.8","85.55","44","252","14","-0.3","6.05","106","153","113","146","299","316","294"
"266",670950,"Trevor Richards","2232","11.9","0.227","0.135","0.302","0.362","0.249","0.243","0.215","59","260","86.8","13.9","2149","86.7","86.91","62","245","20","0.2","6.40","108","149","110","149","296","324","298"
"266",543699,"Tanner Roark","2958","9.0","0.310","0.192","0.338","0.502","0.340","0.323","0.285","81","261","87.7","14.2","2124","87.9","86.98","33","252","13","-0.9","5.77","110","151","115","148","295","314","298"
"263",453385,"Clayton Richard","2387","11.0","0.278","0.197","0.297","0.475","0.316","0.332","0.290","72","259","89.5","0.4","2179","87.5","85.51","27","248","14","-2.0","5.15","110","149","113","146","301","317","299"
"260",544931,"Stephen Strasburg","2161","12.0","0.246","0.168","0.329","0.414","0.276","0.279","0.233","63","256","89.2","9.8","2161","90.8","91.31","66","242","17","0.5","6.60","111","150","113","148","297","313","297"
"260",518452,"Chad Bettis","1926","13.5","0.249","0.158","0.262","0.407","0.276","0.312","0.273","63","253","86.3","3.1","1782","86.0","85.61","28","247","13","-0.4","5.73","111","151","116","144","300","322","301"
"259",453178,"Ian Kennedy","2060","12.6","0.236","0.147","0.282","0.384","0.264","0.284","0.233","61","258","88.4","17.6","2323","87.8","87.67","48","245","14","-0.1","6.20","111","153","116","145","296","321","298"
"259",607074,"Carlos Rodon","1966","13.2","0.222","0.171","0.247","0.393","0.257","0.256","0.230","57","257","88.1","16.2","2213","90.0","89.04","47","250","9","-1.0","5.61","108","148","112","145","295","319","296"
"258",548389,"Ross Stripling","1999","12.9","0.233","0.125","0.296","0.358","0.252","0.239","0.226","60","257","86.2","9.6","2325","87.3","86.60","51","238","20","-0.7","5.74","108","154","118","149","296","319","300"
"257",592229,"Dylan Covey","2053","12.5","0.261","0.103","0.321","0.364","0.268","0.280","0.267","66","253","86.3","3.4","1989","91.1","90.45","40","239","18","-0.7","5.75","112","149","115","148","295","317","298"
"257",434538,"Francisco Liriano","2265","11.3","0.259","0.196","0.286","0.455","0.300","0.316","0.266","66","255","87.5","8.6","2047","88.2","87.94","45","243","14","-0.3","6.08","107","151","114","144","297","319","286"
"254",433587,"Felix Hernandez","2565","9.9","0.308","0.253","0.333","0.561","0.366","0.352","0.298","78","253","88.9","13.6","2054","85.3","85.17","38","240","14","-0.1","6.13","109","153","114","148","289","321","291"
"253",112526,"Bartolo Colon","2228","11.4","0.282","0.222","0.291","0.504","0.326","0.314","0.284","70","248","89.5","11.2","2150","86.4","84.48","14","231","22","-1.9","5.13","109","150","110","147","290","316","295"
"252",596133,"Luke Weaver","2386","10.6","0.287","0.154","0.344","0.441","0.311","0.319","0.285","71","247","87.3","12.1","2117","89.7","89.16","37","233","18","-0.5","5.91","111","147","110","148","296","316","297"
"250",608717,"Chris Stratton","2455","10.2","0.299","0.176","0.337","0.475","0.325","0.333","0.298","73","244","88.4","11.3","2564","87.3","87.29","25","229","21","0.0","6.07","109","148","115","147","293","315","293"
"246",607219,"Sal Romano","2404","10.2","0.299","0.172","0.349","0.471","0.325","0.287","0.260","73","244","87.5","11.0","2156","91.4","90.42","38","232","12","-1.0","5.69","112","149","112","144","297","308","289"
"244",642545,"Jaime Barria","2171","11.2","0.234","0.184","0.254","0.418","0.276","0.283","0.236","57","244","88.7","20.2","2122","86.9","85.80","44","236","8","-1.1","5.57","110","151","111","148","291","318","298"
"244",628317,"Kenta Maeda","2051","11.9","0.220","0.178","0.289","0.398","0.259","0.236","0.209","53","241","87.0","12.7","2237","87.6","86.93","66","228","16","-0.7","5.85","109","154","117","145","296","319","298"
"239",448179,"Rich Hill","2104","11.4","0.233","0.191","0.273","0.424","0.276","0.288","0.245","55","236","87.5","13.7","2650","82.9","82.26","46","220","19","-0.6","6.01","107","153","114","147","297","317","293"
"238",543243,"Sonny Gray","2249","10.6","0.272","0.166","0.333","0.438","0.299","0.278","0.247","64","235","88.9","8.7","2550","88.9","88.79","56","230","8","-0.1","6.20","109","156","114","147","295","323","292"
"236",605446,"Dereck Rodriguez","1863","12.7","0.235","0.192","0.264","0.427","0.276","0.261","0.244","55","234","87.7","14.2","2080","87.1","87.28","34","223","13","0.2","6.27","110","150","114","147","298","322","296"
"235",434628,"Jason Hammel","2073","11.3","0.306","0.211","0.333","0.517","0.347","0.373","0.316","71","232","89.3","14.6","2195","88.6","88.89","35","230","5","0.3","6.38","111","151","113","144","295","321","297"
"235",605242,"Michael Fulmer","2152","10.9","0.261","0.175","0.295","0.436","0.295","0.312","0.278","61","234","89.1","12.7","2196","92.8","92.88","32","215","20","0.1","6.23","108","150","115","146","292","316","290"
"234",607231,"John Gant","1875","12.5","0.228","0.121","0.270","0.349","0.246","0.282","0.267","53","232","86.9","10.3","2129","87.4","87.19","41","226","7","-0.2","6.10","112","147","108","148","299","317","301"
"234",573185,"Dan Straily","2136","11.0","0.235","0.192","0.265","0.427","0.280","0.317","0.261","55","234","90.8","19.6","2278","87.4","86.89","38","218","16","-0.5","6.04","108","150","111","149","295","323","297"
"231",605397,"Joe Musgrove","1628","14.2","0.251","0.141","0.299","0.392","0.272","0.263","0.242","57","227","86.7","10.9","2303","89.6","89.32","35","217","13","-0.3","5.91","110","151","113","148","308","323","299"
"229",543557,"Mike Montgomery","1947","11.8","0.253","0.120","0.290","0.373","0.264","0.285","0.264","57","225","87.4","7.5","1957","86.6","86.09","34","217","12","-0.5","6.05","111","150","111","148","299","320","295"
"228",592717,"Aaron Sanchez","1794","12.7","0.239","0.128","0.287","0.367","0.256","0.292","0.260","54","226","89.0","9.6","2262","90.8","90.83","43","219","9","0.0","6.42","106","150","114","145","295","322","294"
"225",502239,"Trevor Cahill","1791","12.6","0.240","0.136","0.308","0.376","0.259","0.252","0.236","53","221","87.0","4.9","2158","87.9","87.55","46","209","16","-0.4","6.06","109","148","120","150","297","321","300"
"221",543135,"Nathan Eovaldi","1795","12.3","0.241","0.168","0.288","0.409","0.274","0.268","0.237","53","220","87.9","13.4","2128","92.3","91.57","48","212","9","-0.7","5.85","110","155","117","149","292","321","293"
"220",489119,"Wade Miley","1291","17.0","0.236","0.102","0.268","0.338","0.245","0.271","0.260","51","216","85.3","6.0","2222","84.7","83.73","31","216","4","-1.0","5.57","107","154","114","147","300","314","292"
"220",593372,"Carlos Martinez","1974","11.1","0.250","0.075","0.345","0.325","0.245","0.262","0.243","53","212","85.1","11.4","2122","89.9","88.28","49","204","15","-1.6","5.27","112","144","107","147","295","317","298"
"220",642232,"Ryan Yarbrough","2398","9.2","0.242","0.174","0.282","0.416","0.278","0.266","0.243","53","219","85.7","16.7","2146","84.8","83.93","37","208","12","-0.9","5.89","108","154","114","147","294","319","288"
"218",621107,"Zach Eflin","2040","10.7","0.265","0.130","0.335","0.395","0.279","0.257","0.235","57","215","86.7","12.3","2146","90.5","90.68","45","208","10","0.2","6.34","109","154","114","148","296","322","293"
"216",596043,"Daniel Mengden","1775","12.2","0.245","0.193","0.247","0.439","0.288","0.333","0.285","52","212","88.2","11.9","2129","88.0","88.04","27","210","6","0.0","6.24","111","150","119","151","298","320","303"
"215",621366,"Ryan Borucki","1582","13.6","0.299","0.137","0.349","0.436","0.310","0.291","0.271","63","211","87.4","12.0","2183","87.8","87.58","29","206","9","-0.2","6.24","108","151","112","144","292","315","288"
"214",572140,"Tyler Skaggs","2166","9.9","0.239","0.150","0.301","0.390","0.266","0.254","0.230","51","213","88.9","10.2","2315","85.8","85.31","48","201","13","-0.5","6.13","109","153","114","147","301","323","292"
"212",476451,"Jeremy Hellickson","1380","15.4","0.214","0.157","0.238","0.371","0.246","0.268","0.242","45","210","86.9","11.7","2263","83.7","82.53","26","197","15","-1.2","5.53","112","153","115","149","297","312","296"
"208",669456,"Shane Bieber","1805","11.5","0.254","0.161","0.333","0.415","0.279","0.261","0.223","52","205","89.2","11.5","2223","88.7","88.88","42","188","20","0.2","6.25","108","151","114","150","284","315","294"
"204",543101,"Anthony DeSclafani","1792","11.4","0.255","0.170","0.328","0.425","0.287","0.258","0.235","51","200","87.5","10.7","2140","90.6","91.05","37","179","24","0.5","6.36","114","149","112","146","294","310","294"
"199",573186,"Marcus Stroman","1707","11.7","0.270","0.107","0.310","0.378","0.277","0.276","0.257","53","196","87.4","-4.7","2407","89.8","88.78","26","188","11","-1.0","5.51","108","150","112","144","292","316","292"
"199",450306,"Jason Vargas","1553","12.8","0.276","0.122","0.333","0.398","0.287","0.272","0.250","54","196","85.0","13.4","2298","82.4","81.67","34","188","11","-0.7","5.87","110","151","110","146","298","319","298"
